REGION,Total_cases,Risk_Index
Wallonia,3329,2
Brussels,1451,1
Flanders,5196,3
Wallonia,3562,2
Brussels,1302,1
Flanders,4610,3
Wallonia,3700,2
Brussels,1238,1
Flanders,4546,3
Wallonia,2721,2
Brussels,945,1
Flanders,2653,3
Wallonia,1933,2
Brussels,1372,1
Flanders,5137,3
Wallonia,3391,2
Brussels,1472,1
Flanders,5833,3
Wallonia,3977,2
Brussels,1433,1
Flanders,5459,3
Wallonia,3858,2
Brussels,1708,1
Flanders,5003,3
Wallonia,3532,2
Brussels,1465,1
Flanders,4828,3
Wallonia,4189,2
Brussels,1203,1
Flanders,3623,3
Wallonia,2680,2
Brussels,671,1
Flanders,2276,3
Wallonia,1682,2
Brussels,854,1
Flanders,2959,3
Wallonia,1894,2
Brussels,1042,1
Flanders,4890,3
Wallonia,3839,2
Brussels,1341,1
Flanders,5537,3
Wallonia,4161,2
Brussels,1392,1
Flanders,4454,3
Wallonia,3403,2
Brussels,1506,1
Flanders,4693,3
Wallonia,3480,2
Brussels,882,1
Flanders,3899,3
Wallonia,2309,2
Brussels,669,1
Flanders,2726,3
Wallonia,1586,2
Brussels,1158,1
Flanders,4734,3
Wallonia,3025,2
Brussels,1033,1
Flanders,4694,3
Wallonia,3540,2
Brussels,1194,1
Flanders,3829,3
Wallonia,2873,2
Brussels,1183,1
Flanders,4074,3
Wallonia,3157,2
Brussels,1441,1
Flanders,4096,3
Wallonia,3189,2
Brussels,1085,1
Flanders,3411,3
Wallonia,2311,2
Brussels,832,1
Flanders,2344,3
Wallonia,1739,2
Brussels,1356,1
Flanders,4630,3
Wallonia,3381,2
Brussels,1620,1
Flanders,5111,3
Wallonia,3408,2
Brussels,1159,1
Flanders,4421,3
Wallonia,3118,2
Brussels,1194,1
Flanders,3807,3
Wallonia,3149,2
Brussels,1063,1
Flanders,3951,3
Wallonia,2820,2
Brussels,910,1
Flanders,3036,3
Wallonia,2106,2
Brussels,741,1
Flanders,2060,3
Wallonia,1061,2
Brussels,859,1
Flanders,3611,3
Wallonia,2766,2
Brussels,1258,1
Flanders,3690,3
Wallonia,3114,2
Brussels,939,1
Flanders,3618,3
Wallonia,2881,2
Brussels,1025,1
Flanders,3504,3
Wallonia,2648,2
Brussels,915,1
Flanders,3551,3
Wallonia,2553,2
Brussels,724,1
Flanders,2215,3
Wallonia,1790,2
Brussels,561,1
Flanders,2309,3
Wallonia,1042,2
Brussels,769,1
Flanders,3847,3
Wallonia,2538,2
Brussels,939,1
Flanders,3692,3
Wallonia,2478,2
Brussels,793,1
Flanders,3364,3
Wallonia,2457,2
Brussels,861,1
Flanders,2949,3
Wallonia,2360,2
Brussels,539,1
Flanders,3249,3
Wallonia,2499,2
Brussels,680,1
Flanders,2292,3
Wallonia,1663,2
Brussels,500,1
Flanders,1711,3
Wallonia,1342,2
Brussels,445,1
Flanders,3305,3
Wallonia,2069,2
Brussels,657,1
Flanders,3303,3
Wallonia,2106,2
Brussels,505,1
Flanders,2715,3
Wallonia,2334,2
Brussels,344,1
Flanders,1900,3
Wallonia,1083,2
Brussels,506,1
Flanders,2304,3
Wallonia,1593,2
Brussels,665,1
Flanders,1976,3
Wallonia,1512,2
Brussels,414,1
Flanders,1283,3
Wallonia,677,2
Brussels,728,1
Flanders,2735,3
Wallonia,1902,2
Brussels,656,1
Flanders,2608,3
Wallonia,2307,2
Brussels,824,1
Flanders,3039,3
Wallonia,1835,2
Brussels,344,1
Flanders,2272,3
Wallonia,1976,2
Brussels,691,1
Flanders,2178,3
Wallonia,1851,2
Brussels,436,1
Flanders,1576,3
Wallonia,1470,2
Brussels,274,1
Flanders,1106,3
Wallonia,712,2
Brussels,383,1
Flanders,1085,3
Wallonia,649,2
Brussels,648,1
Flanders,2148,3
Wallonia,1583,2
Brussels,493,1
Flanders,2204,3
Wallonia,1771,2
Brussels,553,1
Flanders,1712,3
Wallonia,1541,2
Brussels,414,1
Flanders,1620,3
Wallonia,1426,2
Brussels,340,1
Flanders,1179,3
Wallonia,1096,2
Brussels,256,1
Flanders,833,3
Wallonia,525,2
Brussels,385,1
Flanders,1533,3
Wallonia,1073,2
Brussels,335,1
Flanders,1740,3
Wallonia,1180,2
Brussels,442,1
Flanders,1601,3
Wallonia,854,2
Brussels,377,1
Flanders,1236,3
Wallonia,1212,2
Brussels,470,1
Flanders,1148,3
Wallonia,1024,2
Brussels,241,1
Flanders,917,3
Wallonia,725,2
Brussels,197,1
Flanders,525,3
Wallonia,337,2
Brussels,379,1
Flanders,880,3
Wallonia,650,2
Brussels,510,1
Flanders,888,3
Wallonia,887,2
Brussels,281,1
Flanders,885,3
Wallonia,746,2
Brussels,336,1
Flanders,631,3
Wallonia,575,2
Brussels,250,1
Flanders,835,3
Wallonia,436,2
Brussels,227,1
Flanders,456,3
Wallonia,308,2
Brussels,98,1
Flanders,265,3
Wallonia,100,2
Brussels,183,1
Flanders,668,3
Wallonia,480,2
Brussels,197,1
Flanders,477,2
Wallonia,535,3
Brussels,133,1
Flanders,359,3
Wallonia,293,2
Brussels,243,1
Flanders,377,3
Wallonia,275,2
Brussels,176,1
Flanders,435,3
Wallonia,222,2
Brussels,159,1
Flanders,253,2
Wallonia,274,3
Brussels,73,1
Flanders,195,3
Wallonia,122,2
Brussels,197,1
Flanders,489,3
Wallonia,210,2
Brussels,161,2
Flanders,387,3
Wallonia,129,1
Brussels,172,1
Flanders,337,3
Wallonia,282,2
Brussels,171,1
Flanders,281,2
Wallonia,290,3
Brussels,95,1
Flanders,362,3
Wallonia,114,2
Brussels,114,1
Flanders,200,3
Wallonia,200,3
Brussels,88,2
Flanders,147,3
Wallonia,58,1
Brussels,144,1
Flanders,405,3
Wallonia,258,2
Brussels,146,1
Flanders,433,3
Wallonia,183,2
Brussels,166,1
Flanders,409,3
Wallonia,226,2
Brussels,128,1
Flanders,437,3
Wallonia,189,2
Brussels,166,1
Flanders,530,3
Wallonia,292,2
Brussels,173,1
Flanders,338,3
Wallonia,203,2
Brussels,89,1
Flanders,295,3
Wallonia,101,2
Brussels,178,1
Flanders,669,3
Wallonia,279,2
Brussels,268,1
Flanders,770,3
Wallonia,341,2
Brussels,375,2
Flanders,870,3
Wallonia,341,1
Brussels,212,1
Flanders,808,3
Wallonia,289,2
Brussels,236,1
Flanders,976,3
Wallonia,370,2
Brussels,185,1
Flanders,824,3
Wallonia,205,2
Brussels,231,2
Flanders,542,3
Wallonia,131,1
Brussels,319,1
Flanders,1274,3
Wallonia,353,2
Brussels,364,1
Flanders,1056,3
Wallonia,430,2
Brussels,307,1
Flanders,1022,3
Wallonia,445,2
Brussels,370,1
Flanders,1048,3
Wallonia,383,2
Brussels,372,1
Flanders,1104,3
Wallonia,484,2
Brussels,333,2
Flanders,848,3
Wallonia,332,1
Brussels,251,2
Flanders,669,3
Wallonia,132,1
Brussels,450,1
Flanders,1535,3
Wallonia,550,2
Brussels,437,1
Flanders,1381,3
Wallonia,595,2
Brussels,200,2
Flanders,790,3
Wallonia,189,1
Brussels,493,1
Flanders,1291,3
Wallonia,555,2
Brussels,364,1
Flanders,1216,3
Wallonia,490,2
Brussels,427,2
Flanders,907,3
Wallonia,330,1
Brussels,261,2
Flanders,740,3
Wallonia,158,1
Brussels,485,1
Flanders,1468,3
Wallonia,543,2
Brussels,482,1
Flanders,1243,3
Wallonia,537,2
Brussels,531,2
Flanders,1366,3
Wallonia,524,1
Brussels,616,2
Flanders,1227,3
Wallonia,535,1
Brussels,476,1
Flanders,1175,3
Wallonia,552,2
Brussels,410,1
Flanders,957,3
Wallonia,419,2
Brussels,370,2
Flanders,1000,3
Wallonia,219,1
Brussels,541,1
Flanders,1669,3
Wallonia,715,2
Brussels,493,1
Flanders,1441,3
Wallonia,749,2
Brussels,579,1
Flanders,1231,3
Wallonia,702,2
Brussels,599,2
Flanders,1337,3
Wallonia,555,1
Brussels,651,1
Flanders,1487,3
Wallonia,705,2
Brussels,593,2
Flanders,994,3
Wallonia,488,1
Brussels,459,2
Flanders,879,3
Wallonia,248,1
Brussels,851,2
Flanders,1750,3
Wallonia,848,1
Brussels,810,1
Flanders,1564,3
Wallonia,996,2
Brussels,687,1
Flanders,1200,3
Wallonia,847,2
Brussels,642,1
Flanders,1417,3
Wallonia,1056,2
Brussels,851,1
Flanders,1524,3
Wallonia,1028,2
Brussels,627,2
Flanders,971,3
Wallonia,597,1
Brussels,502,2
Flanders,574,3
Wallonia,354,1
Brussels,869,1
Flanders,1811,3
Wallonia,986,2
Brussels,944,1
Flanders,1724,3
Wallonia,1012,2
Brussels,848,1
Flanders,1662,3
Wallonia,928,2
Brussels,742,1
Flanders,1313,3
Wallonia,975,2
Brussels,806,1
Flanders,1368,3
Wallonia,909,2
Brussels,669,2
Flanders,1041,3
Wallonia,520,1
Brussels,574,2
Flanders,768,3
Wallonia,297,1
Brussels,789,1
Flanders,1649,3
Wallonia,1220,2
Brussels,845,1
Flanders,1825,3
Wallonia,1062,2
Brussels,871,2
Flanders,1703,3
Wallonia,850,1
Brussels,944,1
Flanders,1318,3
Wallonia,946,2
Brussels,850,1
Flanders,1470,3
Wallonia,887,2
Brussels,678,1
Flanders,940,3
Wallonia,878,2
Brussels,477,2
Flanders,633,3
Wallonia,459,1
Brussels,904,1
Flanders,1796,3
Wallonia,1212,2
Brussels,1019,1
Flanders,1493,3
Wallonia,1303,2
Brussels,1055,2
Flanders,1359,3
Wallonia,1050,1
Brussels,919,1
Flanders,1436,3
Wallonia,1122,2
Brussels,722,1
Flanders,1361,3
Wallonia,1174,2
Brussels,765,2
Flanders,1013,3
Wallonia,706,1
Brussels,593,2
Flanders,625,3
Wallonia,478,1
Brussels,1041,1
Flanders,1394,2
Wallonia,1547,3
Brussels,1133,1
Flanders,1280,2
Wallonia,1419,3
Brussels,1033,1
Flanders,1199,3
Wallonia,1123,2
Brussels,874,1
Flanders,1246,3
Wallonia,1105,2
Brussels,828,1
Flanders,1318,3
Wallonia,1260,2
Brussels,570,1
Flanders,704,2
Wallonia,754,3
Brussels,416,2
Flanders,540,3
Wallonia,349,1
Brussels,933,1
Flanders,1581,3
Wallonia,1369,2
Brussels,1066,1
Flanders,1259,2
Wallonia,1490,3
Brussels,684,1
Flanders,1300,2
Wallonia,1372,3
Brussels,1077,1
Flanders,1352,2
Wallonia,1355,3
Brussels,809,1
Flanders,1212,2
Wallonia,1374,3
Brussels,462,1
Flanders,925,3
Wallonia,852,2
Brussels,311,1
Flanders,572,3
Wallonia,411,2
Brussels,932,1
Flanders,1478,3
Wallonia,1332,2
Brussels,783,1
Flanders,1110,3
Wallonia,1462,2
Brussels,719,1
Flanders,1236,2
Wallonia,1271,3
Brussels,695,1
Flanders,1204,2
Wallonia,1330,3
Brussels,639,1
Flanders,912,2
Wallonia,1247,3
Brussels,526,1
Flanders,748,2
Wallonia,797,3
Brussels,463,2
Flanders,473,3
Wallonia,407,1
Brussels,740,1
Flanders,1285,2
Wallonia,1584,3
Brussels,796,1
Flanders,1345,2
Wallonia,1527,3
Brussels,645,1
Flanders,1471,3
Wallonia,1225,2
Brussels,777,1
Flanders,1194,2
Wallonia,1360,3
Brussels,664,1
Flanders,1288,2
Wallonia,1337,3
Brussels,617,1
Flanders,826,3
Wallonia,701,2
Brussels,585,3
Flanders,485,2
Wallonia,284,1
Brussels,627,1
Flanders,1328,2
Wallonia,1585,3
Brussels,770,1
Flanders,1389,2
Wallonia,1533,3
Brussels,722,1
Flanders,1505,3
Wallonia,1423,2
Brussels,636,1
Flanders,1431,3
Wallonia,1407,2
Brussels,565,1
Flanders,1610,3
Wallonia,1510,2
Brussels,502,1
Flanders,915,2
Wallonia,928,3
Brussels,390,2
Flanders,753,3
Wallonia,330,1
Brussels,768,1
Flanders,2220,3
Wallonia,1823,2
Brussels,766,1
Flanders,2261,3
Wallonia,1681,2
Brussels,820,1
Flanders,2267,3
Wallonia,1838,2
Brussels,825,1
Flanders,2414,3
Wallonia,2056,2
Brussels,789,1
Flanders,2434,3
Wallonia,2046,2
Brussels,674,1
Flanders,1837,3
Wallonia,1577,2
Brussels,423,1
Flanders,1316,3
Wallonia,795,2
Brussels,1101,1
Flanders,4171,3
Wallonia,2828,2
Brussels,946,1
Flanders,4284,3
Wallonia,3086,2
Brussels,1259,1
Flanders,4804,3
Wallonia,2961,2
Brussels,1242,1
Flanders,4665,3
Wallonia,3259,2
Brussels,1142,1
Flanders,4968,3
Wallonia,3442,2
Brussels,973,1
Flanders,3110,3
Wallonia,2131,2
Brussels,751,1
Flanders,2362,3
Wallonia,1029,2
Brussels,1265,1
Flanders,6591,3
Wallonia,4166,2
Brussels,1337,1
Flanders,6684,3
Wallonia,4345,2
Brussels,1357,1
Flanders,6710,3
Wallonia,4175,2
Brussels,1097,1
Flanders,6693,3
Wallonia,4279,2
Brussels,1402,1
Flanders,7004,3
Wallonia,4366,2
Brussels,923,1
Flanders,4644,3
Wallonia,2940,2
Brussels,506,1
Flanders,3219,3
Wallonia,1402,2
Brussels,695,1
Flanders,3963,3
Wallonia,1243,2
Brussels,1258,1
Flanders,8550,3
Wallonia,5118,2
Brussels,1314,1
Flanders,9096,3
Wallonia,4822,2
Brussels,1132,1
Flanders,8334,3
Wallonia,4568,2
Brussels,1171,1
Flanders,8986,3
Wallonia,4382,2
Brussels,1202,1
Flanders,5629,3
Wallonia,2913,2
Brussels,796,1
Flanders,4724,3
Wallonia,1345,2
Brussels,1471,1
Flanders,11667,3
Wallonia,5407,2
Brussels,1483,1
Flanders,11051,3
Wallonia,5406,2
Brussels,1560,1
Flanders,11280,3
Wallonia,5481,2
Brussels,905,1
Flanders,5939,3
Wallonia,2453,2
Brussels,1171,1
Flanders,10698,3
Wallonia,5231,2
Brussels,1056,1
Flanders,8510,3
Wallonia,4136,2
Brussels,854,1
Flanders,6486,3
Wallonia,2042,2
Brussels,1755,1
Flanders,16328,3
Wallonia,6647,2
Brussels,1820,1
Flanders,15206,3
Wallonia,6861,2
Brussels,1606,1
Flanders,15762,3
Wallonia,6917,2
Brussels,1690,1
Flanders,16199,3
Wallonia,6295,2
Brussels,1771,1
Flanders,16928,3
Wallonia,6375,2
Brussels,1361,1
Flanders,11201,3
Wallonia,4159,2
Brussels,1120,1
Flanders,8379,3
Wallonia,2050,2
Brussels,1994,1
Flanders,20931,3
Wallonia,7243,2
Brussels,2226,1
Flanders,18586,3
Wallonia,7328,2
Brussels,1848,1
Flanders,17974,3
Wallonia,6891,2
Brussels,1797,1
Flanders,18076,3
Wallonia,7057,2
Brussels,1898,1
Flanders,17683,3
Wallonia,6671,2
Brussels,1684,1
Flanders,11216,3
Wallonia,4804,2
Brussels,1179,1
Flanders,8270,3
Wallonia,2139,2
Brussels,2179,1
Flanders,20420,3
Wallonia,7793,2
Brussels,2139,1
Flanders,17812,3
Wallonia,8241,2
Brussels,2357,1
Flanders,16603,3
Wallonia,7389,2
Brussels,2063,1
Flanders,15480,3
Wallonia,6909,2
Brussels,1988,1
Flanders,14266,3
Wallonia,7159,2
Brussels,1679,1
Flanders,9837,3
Wallonia,4018,2
Brussels,1217,1
Flanders,6746,3
Wallonia,2101,2
Brussels,2071,1
Flanders,15545,3
Wallonia,6942,2
Brussels,2133,1
Flanders,12859,3
Wallonia,7090,2
Brussels,1908,1
Flanders,12212,3
Wallonia,6626,2
Brussels,1929,1
Flanders,11062,3
Wallonia,6285,2
Brussels,1878,1
Flanders,10438,3
Wallonia,6358,2
Brussels,1465,1
Flanders,6485,3
Wallonia,4115,2
Brussels,894,1
Flanders,4683,3
Wallonia,1954,2
Brussels,1766,1
Flanders,9830,3
Wallonia,5801,2
Brussels,2105,1
Flanders,8345,3
Wallonia,5598,2
Brussels,1685,1
Flanders,7508,3
Wallonia,4421,2
Brussels,1395,1
Flanders,6242,3
Wallonia,3849,2
Brussels,1466,1
Flanders,6175,3
Wallonia,3394,2
Brussels,1349,1
Flanders,4111,3
Wallonia,2455,2
Brussels,909,1
Flanders,2856,3
Wallonia,1348,2
Brussels,1592,1
Flanders,5970,3
Wallonia,4058,2
Brussels,1585,1
Flanders,5463,3
Wallonia,3398,2
Brussels,1759,1
Flanders,5316,3
Wallonia,3397,2
Brussels,1706,1
Flanders,4932,3
Wallonia,3481,2
Brussels,1403,1
Flanders,4430,3
Wallonia,2833,2
Brussels,1146,1
Flanders,2687,3
Wallonia,1239,2
Brussels,1259,1
Flanders,3436,3
Wallonia,1635,2
Brussels,2377,1
Flanders,7610,3
Wallonia,4694,2
Brussels,2652,1
Flanders,7809,3
Wallonia,5326,2
Brussels,3070,1
Flanders,8680,3
Wallonia,5788,2
Brussels,3319,1
Flanders,9242,3
Wallonia,6261,2
Brussels,2708,1
Flanders,7103,3
Wallonia,5337,2
Brussels,1396,1
Flanders,3886,3
Wallonia,1523,2
Brussels,2781,2
Flanders,6284,3
Wallonia,2517,1
Brussels,4612,1
Flanders,16217,3
Wallonia,9034,2
Brussels,5601,1
Flanders,16228,3
Wallonia,10011,2
Brussels,5176,1
Flanders,14831,3
Wallonia,9299,2
Brussels,4827,1
Flanders,13504,3
Wallonia,8275,2
Brussels,4620,1
Flanders,14011,3
Wallonia,8301,2
Brussels,3789,1
Flanders,9350,3
Wallonia,5624,2
Brussels,3106,2
Flanders,8079,3
Wallonia,2828,1
Brussels,5698,1
Flanders,22461,3
Wallonia,11649,2
Brussels,5725,1
Flanders,18948,3
Wallonia,10416,2
Brussels,5528,1
Flanders,19571,3
Wallonia,9721,2
Brussels,5200,1
Flanders,18607,3
Wallonia,9563,2
Brussels,5360,1
Flanders,20367,3
Wallonia,10190,2
Brussels,4052,1
Flanders,14865,3
Wallonia,7068,2
Brussels,2816,1
Flanders,11682,3
Wallonia,3373,2
Brussels,6734,1
Flanders,40794,3
Wallonia,17940,2
Brussels,7886,1
Flanders,38146,3
Wallonia,19801,2
Brussels,7797,1
Flanders,38245,3
Wallonia,20301,2
Brussels,7285,1
Flanders,37095,3
Wallonia,19081,2
Brussels,6871,1
Flanders,35444,3
Wallonia,20266,2
Brussels,4875,1
Flanders,22074,3
Wallonia,11699,2
Brussels,3481,1
Flanders,17048,3
Wallonia,5505,2
Brussels,7651,1
Flanders,47905,3
Wallonia,25637,2
Brussels,6878,1
Flanders,38779,3
Wallonia,24313,2
Brussels,6113,1
Flanders,34115,3
Wallonia,20798,2
Brussels,5387,1
Flanders,31091,3
Wallonia,18673,2
Brussels,4786,1
Flanders,27600,3
Wallonia,16807,2
Brussels,3190,1
Flanders,16366,3
Wallonia,10521,2
Brussels,2235,1
Flanders,11580,3
Wallonia,4484,2
Brussels,4682,1
Flanders,32343,3
Wallonia,19080,2
Brussels,4088,1
Flanders,24323,3
Wallonia,16327,2
Brussels,3544,1
Flanders,20685,3
Wallonia,13468,2
Brussels,3114,1
Flanders,18682,3
Wallonia,11520,2
Brussels,2766,1
Flanders,15922,3
Wallonia,10096,2
Brussels,1912,1
Flanders,10022,3
Wallonia,6415,2
Brussels,1418,1
Flanders,8250,3
Wallonia,3159,2
Brussels,2813,1
Flanders,19257,3
Wallonia,10783,2
Brussels,2092,1
Flanders,14103,3
Wallonia,8948,2
Brussels,1987,1
Flanders,12952,3
Wallonia,7478,2
Brussels,1635,1
Flanders,11359,3
Wallonia,6221,2
Brussels,1891,1
Flanders,10478,3
Wallonia,6064,2
Brussels,1269,1
Flanders,7164,3
Wallonia,3815,2
Brussels,708,1
Flanders,5888,3
Wallonia,2118,2
Brussels,1306,1
Flanders,12698,3
Wallonia,5404,2
Brussels,1346,1
Flanders,10793,3
Wallonia,5248,2
Brussels,1373,1
Flanders,9205,3
Wallonia,4671,2
Brussels,1080,1
Flanders,8361,3
Wallonia,3936,2
Brussels,1006,1
Flanders,7018,3
Wallonia,3523,2
Brussels,660,1
Flanders,5268,3
Wallonia,2481,2
Brussels,392,1
Flanders,4058,3
Wallonia,1286,2
Brussels,891,1
Flanders,9489,3
Wallonia,3612,2
Brussels,825,1
Flanders,8154,3
Wallonia,2742,2
Brussels,882,1
Flanders,7517,3
Wallonia,2791,2
Brussels,720,1
Flanders,6660,3
Wallonia,2476,2
Brussels,529,1
Flanders,5949,3
Wallonia,2194,2
Brussels,398,1
Flanders,3763,3
Wallonia,1390,2
Brussels,404,1
Flanders,2718,3
Wallonia,816,2
Brussels,705,1
Flanders,7679,3
Wallonia,2039,2
Brussels,778,1
Flanders,6883,3
Wallonia,2251,2
Brussels,900,1
Flanders,7725,3
Wallonia,2183,2
Brussels,587,1
Flanders,7315,3
Wallonia,2006,2
Brussels,850,1
Flanders,7086,3
Wallonia,1877,2
Brussels,512,1
Flanders,4885,3
Wallonia,1180,2
Brussels,358,1
Flanders,4652,3
Wallonia,815,2
Brussels,791,1
Flanders,11491,3
Wallonia,2206,2
Brussels,836,1
Flanders,9666,3
Wallonia,1974,2
Brussels,720,1
Flanders,9789,3
Wallonia,1909,2
Brussels,730,1
Flanders,9112,3
Wallonia,1683,2
Brussels,606,1
Flanders,9360,3
Wallonia,1662,2
Brussels,618,1
Flanders,6245,3
Wallonia,1327,2
Brussels,291,1
Flanders,5024,3
Wallonia,611,2
Brussels,1098,1
Flanders,15102,3
Wallonia,2504,2
Brussels,934,1
Flanders,12795,3
Wallonia,2283,2
Brussels,1116,1
Flanders,12324,3
Wallonia,2328,2
Brussels,902,1
Flanders,11171,3
Wallonia,2228,2
Brussels,830,1
Flanders,10655,3
Wallonia,2313,2
Brussels,613,1
Flanders,6877,3
Wallonia,1222,2
Brussels,321,1
Flanders,5807,3
Wallonia,727,2
Brussels,1098,1
Flanders,16505,3
Wallonia,2948,2
Brussels,1039,1
Flanders,13865,3
Wallonia,2782,2
Brussels,949,1
Flanders,14023,3
Wallonia,2750,2
Brussels,677,1
Flanders,7909,3
Wallonia,1371,2
Flanders,295,3
Wallonia,33,1